claim_id,customer_tier,incident_type,claim_amount,documents_verified,prior_claims_count,policy_tenure_years,days_since_incident,region,channel,fraud_score,ai_initial_decision,human_final_decision,processing_cost,processing_time_hours,outcome,successful_outcome
CLM100189,standard,mechanical,16700.0,True,1,5.8,28,north,agent,0.005,AUTO_PROCESS,N/A,40.1,0.13,SUCCESSFUL,1
CLM100190,premium,mechanical,105000.0,True,1,2.7,23,east,app,0.249,HUMAN_REVIEW,REJECT,301.82,15.73,FRAUD_CONFIRMED,0
CLM100191,standard,medical,18500.0,True,0,1.5,0,west,agent,0.247,AUTO_PROCESS,N/A,44.94,0.2,SUCCESSFUL,1
CLM100192,standard,medical,5100.0,True,0,8.9,41,north,app,0.037,AUTO_PROCESS,N/A,40.74,0.1,SUCCESSFUL,1
CLM100193,silver,theft,4200.0,True,3,10.3,3,south,agent,0.306,AUTO_PROCESS,N/A,46.12,0.29,REOPENED,0
CLM100194,standard,mechanical,20200.0,True,2,1.7,19,east,app,0.033,AUTO_PROCESS,N/A,40.66,0.11,SUCCESSFUL,1
CLM100195,standard,medical,72900.0,True,0,4.0,12,east,app,0.295,HUMAN_REVIEW,APPROVE,207.89,48.37,SUCCESSFUL,1
CLM100196,silver,mechanical,51400.0,True,0,7.2,29,south,call_center,0.204,HUMAN_REVIEW,APPROVE,238.82,18.07,DISPUTED,0
CLM100197,premium,airline_fault,40000.0,True,0,3.8,27,south,agent,0.166,AUTO_PROCESS,N/A,43.32,0.25,SUCCESSFUL,1
CLM100198,standard,theft,323300.0,True,1,3.4,2,east,app,0.635,HUMAN_REVIEW,REJECT,311.46,6.23,CUSTOMER_COMPLAINT,0
CLM100199,standard,medical,15500.0,True,2,4.6,6,east,app,0.055,AUTO_PROCESS,N/A,41.1,0.26,SUCCESSFUL,1
CLM100200,silver,weather,66400.0,True,0,5.0,40,west,app,0.31,HUMAN_REVIEW,APPROVE,254.74,66.9,SUCCESSFUL,1
CLM100201,premium,airline_fault,20200.0,True,0,3.9,3,west,agent,0.028,AUTO_PROCESS,N/A,40.56,0.14,SUCCESSFUL,1
CLM100202,standard,other,24300.0,True,0,7.0,26,south,agent,0.439,AUTO_PROCESS,N/A,48.78,0.07,CUSTOMER_COMPLAINT,0
CLM100203,standard,other,40100.0,True,1,4.3,3,north,app,0.298,AUTO_PROCESS,N/A,45.96,0.2,REOPENED,0
CLM100204,standard,theft,74500.0,False,1,3.2,3,east,app,0.715,HUMAN_REVIEW,REJECT,249.67,55.12,CUSTOMER_COMPLAINT,0
CLM100205,standard,medical,41500.0,True,1,10.3,31,east,agent,0.304,AUTO_PROCESS,N/A,46.08,0.27,SUCCESSFUL,1
CLM100206,standard,other,5500.0,True,0,2.3,26,east,agent,0.083,AUTO_PROCESS,N/A,41.66,0.15,SUCCESSFUL,1
CLM100207,silver,theft,25600.0,True,1,4.8,34,south,agent,0.227,AUTO_PROCESS,N/A,44.54,0.11,SUCCESSFUL,1
CLM100208,standard,weather,41900.0,True,0,3.4,32,south,agent,0.169,AUTO_PROCESS,N/A,43.38,0.13,SUCCESSFUL,1
CLM100209,standard,theft,8100.0,True,1,4.7,14,south,agent,0.463,AUTO_PROCESS,N/A,49.26,0.11,REOPENED,0
CLM100210,silver,other,28600.0,True,3,2.0,2,north,app,0.487,AUTO_PROCESS,N/A,49.74,0.28,SUCCESSFUL,1
CLM100211,silver,medical,91200.0,False,0,1.8,37,east,app,0.68,HUMAN_REVIEW,REJECT,286.35,17.52,CUSTOMER_COMPLAINT,0
CLM100212,standard,airline_fault,53400.0,True,1,4.3,25,east,call_center,0.206,HUMAN_REVIEW,APPROVE,248.06,56.24,FRAUD_CONFIRMED,0
CLM100213,silver,other,11000.0,False,0,4.9,26,south,agent,0.384,AUTO_PROCESS,N/A,47.68,0.09,SUCCESSFUL,1
CLM100214,silver,medical,27400.0,True,1,1.0,26,east,agent,0.019,AUTO_PROCESS,N/A,40.38,0.22,SUCCESSFUL,1
CLM100215,silver,mechanical,121200.0,True,1,4.7,7,west,call_center,0.436,HUMAN_REVIEW,REJECT,208.35,28.86,FRAUD_CONFIRMED,0
CLM100216,standard,other,29700.0,False,0,3.4,0,north,app,0.446,AUTO_PROCESS,N/A,48.92,0.21,FRAUD_CONFIRMED,0
CLM100217,standard,medical,17500.0,True,0,1.2,26,west,app,0.147,AUTO_PROCESS,N/A,42.94,0.06,SUCCESSFUL,1
CLM100218,premium,other,33600.0,False,0,1.7,16,east,app,0.358,AUTO_PROCESS,N/A,47.16,0.19,SUCCESSFUL,1
CLM100219,standard,other,61900.0,True,2,1.7,4,north,app,0.406,HUMAN_REVIEW,APPROVE,236.08,68.06,SUCCESSFUL,1
CLM100220,standard,airline_fault,8500.0,True,0,3.8,22,south,agent,0.13,AUTO_PROCESS,N/A,42.6,0.06,SUCCESSFUL,1
CLM100221,standard,medical,21000.0,True,2,0.8,37,north,app,0.175,AUTO_PROCESS,N/A,43.5,0.25,SUCCESSFUL,1
CLM100222,silver,mechanical,30400.0,False,1,4.7,38,north,agent,0.341,AUTO_PROCESS,N/A,46.82,0.09,SUCCESSFUL,1
CLM100223,premium,other,77000.0,True,0,3.0,20,north,app,0.171,HUMAN_REVIEW,APPROVE,237.82,52.19,SUCCESSFUL,1
CLM100224,standard,other,26800.0,True,0,10.5,44,east,app,0.368,AUTO_PROCESS,N/A,47.36,0.09,CUSTOMER_COMPLAINT,0
CLM100225,premium,other,47000.0,False,1,0.7,37,north,app,0.454,AUTO_PROCESS,N/A,49.08,0.2,SUCCESSFUL,1
CLM100226,standard,medical,10600.0,True,0,2.7,6,south,app,0.12,AUTO_PROCESS,N/A,42.4,0.17,SUCCESSFUL,1
CLM100227,silver,medical,28900.0,False,1,0.7,36,north,app,0.344,AUTO_PROCESS,N/A,46.88,0.22,SUCCESSFUL,1
CLM100228,silver,weather,89400.0,True,0,3.5,19,north,app,0.225,HUMAN_REVIEW,REJECT,195.98,20.88,FRAUD_CONFIRMED,0
CLM100229,standard,mechanical,12700.0,False,0,2.6,12,east,agent,0.507,AUTO_PROCESS,N/A,50.14,0.14,SUCCESSFUL,1
CLM100230,standard,airline_fault,73500.0,True,0,7.2,28,west,agent,0.297,HUMAN_REVIEW,APPROVE,259.86,45.69,SUCCESSFUL,1
CLM100231,standard,other,64300.0,False,2,2.4,43,south,app,0.691,HUMAN_REVIEW,REJECT,271.28,13.76,CUSTOMER_COMPLAINT,0
CLM100232,premium,theft,49900.0,False,0,1.8,25,east,app,0.646,AUTO_PROCESS,N/A,52.92,0.09,DISPUTED,0
CLM100233,silver,theft,206900.0,True,2,2.6,10,east,app,0.378,HUMAN_REVIEW,REJECT,234.67,56.85,FRAUD_CONFIRMED,0
CLM100234,premium,weather,11700.0,False,2,4.0,41,east,call_center,0.294,AUTO_PROCESS,N/A,45.88,0.24,SUCCESSFUL,1
CLM100235,silver,theft,24400.0,False,2,3.2,25,south,app,0.457,AUTO_PROCESS,N/A,49.14,0.22,SUCCESSFUL,1
CLM100236,standard,mechanical,38500.0,False,2,5.0,1,south,app,0.508,AUTO_PROCESS,N/A,50.16,0.06,SUCCESSFUL,1
CLM100237,silver,other,9600.0,False,1,5.1,35,east,app,0.496,AUTO_PROCESS,N/A,49.92,0.06,SUCCESSFUL,1
CLM100238,standard,other,19100.0,False,0,2.5,22,west,agent,0.64,AUTO_PROCESS,N/A,52.8,0.07,SUCCESSFUL,1
CLM100239,standard,mechanical,31800.0,True,2,2.1,18,east,agent,0.03,AUTO_PROCESS,N/A,40.6,0.28,SUCCESSFUL,1
CLM100240,silver,other,62800.0,False,1,4.2,6,south,agent,0.626,HUMAN_REVIEW,APPROVE,242.68,66.89,SUCCESSFUL,1
CLM100241,silver,airline_fault,17100.0,True,0,6.2,25,north,app,0.016,AUTO_PROCESS,N/A,40.32,0.08,SUCCESSFUL,1
CLM100242,standard,airline_fault,12900.0,True,0,0.9,29,east,call_center,0.338,AUTO_PROCESS,N/A,46.76,0.15,DISPUTED,0
CLM100243,standard,theft,13200.0,True,1,4.1,0,west,agent,0.372,AUTO_PROCESS,N/A,47.44,0.11,SUCCESSFUL,1
CLM100244,silver,medical,38100.0,True,0,2.9,5,west,agent,0.044,AUTO_PROCESS,N/A,40.88,0.19,SUCCESSFUL,1
CLM100245,premium,airline_fault,172200.0,False,1,1.8,40,east,app,0.597,HUMAN_REVIEW,APPROVE,256.56,9.67,SUCCESSFUL,1
CLM100246,silver,weather,13700.0,False,0,4.8,24,north,call_center,0.558,AUTO_PROCESS,N/A,51.16,0.07,CUSTOMER_COMPLAINT,0
CLM100247,standard,theft,15500.0,False,1,2.4,12,west,agent,0.682,AUTO_PROCESS,N/A,53.64,0.15,DISPUTED,0
CLM100248,standard,airline_fault,22900.0,True,0,6.8,11,west,app,0.0,AUTO_PROCESS,N/A,40.0,0.26,SUCCESSFUL,1
CLM100249,standard,mechanical,63500.0,True,1,9.2,33,east,agent,0.169,HUMAN_REVIEW,REJECT,203.64,51.52,FRAUD_CONFIRMED,0
CLM100250,silver,mechanical,10600.0,True,3,1.8,7,north,call_center,0.262,AUTO_PROCESS,N/A,45.24,0.16,REOPENED,0
CLM100251,premium,other,110000.0,True,0,3.7,8,west,call_center,0.351,HUMAN_REVIEW,APPROVE,277.36,29.0,REOPENED,0
CLM100252,standard,weather,221400.0,False,0,2.8,44,south,call_center,0.677,HUMAN_REVIEW,REJECT,275.7,56.4,FRAUD_CONFIRMED,0
CLM100253,standard,airline_fault,53100.0,False,0,2.6,3,north,agent,0.481,HUMAN_REVIEW,APPROVE,260.86,40.76,DISPUTED,0
CLM100254,standard,airline_fault,12200.0,True,1,3.0,26,west,app,0.117,AUTO_PROCESS,N/A,42.34,0.24,SUCCESSFUL,1
CLM100255,silver,airline_fault,35700.0,False,0,3.0,29,east,agent,0.337,AUTO_PROCESS,N/A,46.74,0.22,SUCCESSFUL,1
CLM100256,silver,medical,46500.0,True,0,8.4,14,north,call_center,0.0,AUTO_PROCESS,N/A,40.0,0.25,SUCCESSFUL,1
CLM100257,standard,mechanical,4500.0,False,1,5.8,34,south,agent,0.557,AUTO_PROCESS,N/A,51.14,0.12,DISPUTED,0
CLM100258,standard,weather,335900.0,False,1,8.3,12,north,app,0.653,HUMAN_REVIEW,APPROVE,266.37,15.39,CUSTOMER_COMPLAINT,0
CLM100259,silver,other,72200.0,True,1,1.8,20,south,call_center,0.371,HUMAN_REVIEW,REJECT,242.06,61.99,CUSTOMER_COMPLAINT,0
CLM100260,standard,medical,110100.0,False,2,6.0,42,west,call_center,0.795,HUMAN_REVIEW,REJECT,254.41,8.89,FRAUD_CONFIRMED,0
CLM100261,silver,airline_fault,107100.0,True,0,4.2,8,east,app,0.317,HUMAN_REVIEW,APPROVE,229.88,13.47,SUCCESSFUL,1
CLM100262,standard,weather,25900.0,False,0,6.0,6,north,agent,0.537,AUTO_PROCESS,N/A,50.74,0.19,DISPUTED,0
CLM100263,standard,other,28200.0,False,3,2.0,13,west,call_center,0.899,HUMAN_REVIEW,REJECT,264.36,46.64,CUSTOMER_COMPLAINT,0
CLM100264,premium,medical,18700.0,False,2,1.5,10,north,agent,0.277,AUTO_PROCESS,N/A,45.54,0.24,DISPUTED,0
CLM100265,standard,other,14600.0,True,0,2.1,0,west,call_center,0.206,AUTO_PROCESS,N/A,44.12,0.09,SUCCESSFUL,1
CLM100266,standard,airline_fault,78700.0,False,0,2.3,31,west,app,0.449,HUMAN_REVIEW,REJECT,222.6,15.37,FRAUD_CONFIRMED,0
CLM100267,standard,medical,16400.0,True,0,3.4,25,west,call_center,0.196,AUTO_PROCESS,N/A,43.92,0.18,SUCCESSFUL,1
CLM100268,standard,airline_fault,30700.0,False,0,7.5,40,east,app,0.322,AUTO_PROCESS,N/A,46.44,0.14,SUCCESSFUL,1
CLM100269,standard,mechanical,44000.0,False,0,5.4,41,south,call_center,0.499,AUTO_PROCESS,N/A,49.98,0.09,SUCCESSFUL,1
CLM100270,standard,medical,69000.0,True,1,2.1,7,south,call_center,0.237,HUMAN_REVIEW,APPROVE,248.76,40.73,SUCCESSFUL,1
CLM100271,standard,medical,8700.0,True,1,3.2,3,south,app,0.214,AUTO_PROCESS,N/A,44.28,0.21,SUCCESSFUL,1
CLM100272,standard,airline_fault,106400.0,True,1,4.0,8,west,call_center,0.333,HUMAN_REVIEW,APPROVE,251.09,47.09,FRAUD_CONFIRMED,0
CLM100273,silver,weather,83000.0,False,0,0.5,43,north,agent,0.584,HUMAN_REVIEW,APPROVE,226.09,55.36,REOPENED,0
CLM100274,silver,medical,89500.0,True,1,6.0,30,south,app,0.405,HUMAN_REVIEW,REJECT,251.59,9.61,FRAUD_CONFIRMED,0
CLM100275,standard,airline_fault,32500.0,False,0,5.3,42,south,app,0.39,AUTO_PROCESS,N/A,47.8,0.27,CUSTOMER_COMPLAINT,0
CLM100276,standard,weather,14200.0,False,0,5.0,28,west,call_center,0.397,AUTO_PROCESS,N/A,47.94,0.1,SUCCESSFUL,1
CLM100277,standard,weather,23400.0,True,1,2.9,13,east,call_center,0.145,AUTO_PROCESS,N/A,42.9,0.24,SUCCESSFUL,1
CLM100278,premium,airline_fault,10100.0,True,0,6.4,34,east,agent,0.014,AUTO_PROCESS,N/A,40.28,0.05,SUCCESSFUL,1
CLM100279,premium,other,14000.0,True,1,4.0,0,east,app,0.1,AUTO_PROCESS,N/A,42.0,0.12,SUCCESSFUL,1
CLM100280,standard,airline_fault,75100.0,True,2,4.2,41,west,call_center,0.245,HUMAN_REVIEW,REJECT,246.83,58.72,FRAUD_CONFIRMED,0
CLM100281,standard,theft,35200.0,False,1,7.4,44,west,app,0.694,AUTO_PROCESS,N/A,53.88,0.24,FRAUD_CONFIRMED,0
CLM100282,standard,medical,83800.0,True,2,3.2,18,west,app,0.295,HUMAN_REVIEW,REJECT,286.71,21.46,CUSTOMER_COMPLAINT,0
CLM100283,standard,airline_fault,23600.0,True,1,1.1,8,south,app,0.077,AUTO_PROCESS,N/A,41.54,0.17,SUCCESSFUL,1
CLM100284,silver,theft,24500.0,True,1,6.7,23,west,call_center,0.331,AUTO_PROCESS,N/A,46.62,0.24,SUCCESSFUL,1
CLM100285,standard,mechanical,28800.0,False,2,1.3,38,north,call_center,0.299,AUTO_PROCESS,N/A,45.98,0.26,SUCCESSFUL,1
CLM100286,standard,other,69700.0,True,2,3.3,0,east,app,0.257,HUMAN_REVIEW,APPROVE,234.18,44.92,FRAUD_CONFIRMED,0
CLM100287,standard,medical,85600.0,True,0,1.3,40,east,agent,0.341,HUMAN_REVIEW,REJECT,178.47,52.57,CUSTOMER_COMPLAINT,0
CLM100288,standard,medical,79900.0,True,1,1.9,2,east,app,0.25,HUMAN_REVIEW,REJECT,293.65,27.97,CUSTOMER_COMPLAINT,0
CLM100289,standard,mechanical,5400.0,True,1,4.5,3,north,agent,0.186,AUTO_PROCESS,N/A,43.72,0.21,SUCCESSFUL,1
CLM100290,silver,other,193200.0,True,0,6.0,36,south,agent,0.493,HUMAN_REVIEW,REJECT,272.53,14.88,FRAUD_CONFIRMED,0
CLM100291,standard,theft,52000.0,True,1,6.8,40,east,agent,0.353,HUMAN_REVIEW,REJECT,271.8,58.79,FRAUD_CONFIRMED,0
CLM100292,premium,mechanical,6400.0,True,0,7.1,31,east,agent,0.158,AUTO_PROCESS,N/A,43.16,0.12,SUCCESSFUL,1
CLM100293,standard,airline_fault,21500.0,True,1,6.7,44,west,app,0.187,AUTO_PROCESS,N/A,43.74,0.06,SUCCESSFUL,1
CLM100294,silver,airline_fault,149400.0,True,0,3.6,21,east,call_center,0.324,HUMAN_REVIEW,APPROVE,190.46,14.02,SUCCESSFUL,1
CLM100295,premium,weather,25200.0,False,1,7.2,25,south,app,0.279,AUTO_PROCESS,N/A,45.58,0.17,SUCCESSFUL,1
CLM100296,premium,weather,21200.0,True,0,2.5,16,east,agent,0.0,AUTO_PROCESS,N/A,40.0,0.11,SUCCESSFUL,1
CLM100297,silver,other,6200.0,True,0,0.9,13,north,app,0.26,AUTO_PROCESS,N/A,45.2,0.14,SUCCESSFUL,1
CLM100298,silver,other,113500.0,True,1,4.7,14,north,app,0.504,HUMAN_REVIEW,REJECT,234.19,38.68,FRAUD_CONFIRMED,0
CLM100299,silver,airline_fault,36700.0,True,1,1.5,18,east,app,0.142,AUTO_PROCESS,N/A,42.84,0.06,SUCCESSFUL,1
CLM100300,silver,other,29700.0,True,0,1.9,36,north,call_center,0.148,AUTO_PROCESS,N/A,42.96,0.21,SUCCESSFUL,1
CLM100301,standard,medical,20200.0,False,1,1.9,44,north,agent,0.412,AUTO_PROCESS,N/A,48.24,0.28,DISPUTED,0
CLM100302,standard,mechanical,85900.0,False,1,2.2,17,east,app,0.575,HUMAN_REVIEW,APPROVE,272.74,66.57,REOPENED,0
CLM100303,standard,other,30200.0,True,0,5.0,29,south,call_center,0.247,AUTO_PROCESS,N/A,44.94,0.25,SUCCESSFUL,1
CLM100304,premium,medical,9800.0,False,0,8.4,24,west,agent,0.397,AUTO_PROCESS,N/A,47.94,0.1,SUCCESSFUL,1
CLM100305,standard,theft,41200.0,True,1,5.8,38,north,app,0.489,AUTO_PROCESS,N/A,49.78,0.06,FRAUD_CONFIRMED,0
CLM100306,standard,weather,47900.0,False,0,2.0,21,west,app,0.425,AUTO_PROCESS,N/A,48.5,0.25,CUSTOMER_COMPLAINT,0
CLM100307,silver,weather,5400.0,True,2,2.8,31,east,agent,0.124,AUTO_PROCESS,N/A,42.48,0.2,REOPENED,0
CLM100308,standard,other,85200.0,True,2,0.8,12,east,call_center,0.504,HUMAN_REVIEW,APPROVE,219.8,65.99,REOPENED,0
CLM100309,standard,weather,12800.0,False,1,3.2,16,west,agent,0.374,AUTO_PROCESS,N/A,47.48,0.14,SUCCESSFUL,1
CLM100310,standard,airline_fault,20900.0,True,0,4.6,18,south,app,0.036,AUTO_PROCESS,N/A,40.72,0.2,SUCCESSFUL,1
CLM100311,standard,weather,7400.0,True,1,6.3,28,north,app,0.2,AUTO_PROCESS,N/A,44.0,0.16,SUCCESSFUL,1
CLM100312,standard,mechanical,39500.0,False,0,1.9,15,west,agent,0.385,AUTO_PROCESS,N/A,47.7,0.27,SUCCESSFUL,1
CLM100313,standard,mechanical,20500.0,True,1,6.4,3,east,app,0.118,AUTO_PROCESS,N/A,42.36,0.24,SUCCESSFUL,1
CLM100314,standard,other,70700.0,False,1,2.2,42,west,agent,0.68,HUMAN_REVIEW,APPROVE,242.13,40.72,SUCCESSFUL,1
CLM100315,standard,mechanical,9000.0,True,2,6.4,33,south,app,0.278,AUTO_PROCESS,N/A,45.56,0.1,SUCCESSFUL,1
CLM100316,standard,other,20500.0,True,1,6.3,24,south,app,0.167,AUTO_PROCESS,N/A,43.34,0.29,SUCCESSFUL,1
CLM100317,silver,theft,96100.0,True,0,8.4,14,west,call_center,0.472,HUMAN_REVIEW,REJECT,215.28,16.3,FRAUD_CONFIRMED,0
CLM100318,standard,mechanical,6700.0,False,4,13.1,25,west,agent,0.627,AUTO_PROCESS,N/A,52.54,0.28,SUCCESSFUL,1
CLM100319,premium,airline_fault,45700.0,True,1,2.5,15,south,app,0.173,AUTO_PROCESS,N/A,43.46,0.1,SUCCESSFUL,1
CLM100320,premium,weather,141600.0,True,2,5.9,34,south,app,0.298,HUMAN_REVIEW,REJECT,247.75,37.61,CUSTOMER_COMPLAINT,0
CLM100321,standard,other,26100.0,True,0,3.0,37,east,call_center,0.389,AUTO_PROCESS,N/A,47.78,0.2,SUCCESSFUL,1
CLM100322,standard,medical,56400.0,False,3,1.6,10,south,app,0.678,HUMAN_REVIEW,REJECT,260.47,46.43,FRAUD_CONFIRMED,0
CLM100323,standard,mechanical,18100.0,True,0,4.7,15,east,agent,0.007,AUTO_PROCESS,N/A,40.14,0.24,SUCCESSFUL,1
CLM100324,silver,other,35400.0,False,2,5.5,42,east,agent,0.397,AUTO_PROCESS,N/A,47.94,0.26,SUCCESSFUL,1
CLM100325,silver,other,16400.0,True,0,3.1,11,north,agent,0.126,AUTO_PROCESS,N/A,42.52,0.18,REOPENED,0
CLM100326,silver,airline_fault,11600.0,True,0,2.0,15,north,call_center,0.079,AUTO_PROCESS,N/A,41.58,0.1,SUCCESSFUL,1
CLM100327,standard,theft,9300.0,False,1,4.8,4,south,agent,0.705,AUTO_PROCESS,N/A,54.1,0.19,SUCCESSFUL,1
CLM100328,silver,medical,47500.0,True,0,2.0,12,east,app,0.09,AUTO_PROCESS,N/A,41.8,0.2,SUCCESSFUL,1
CLM100329,standard,other,24500.0,True,0,3.3,5,west,app,0.285,AUTO_PROCESS,N/A,45.7,0.18,SUCCESSFUL,1
CLM100330,silver,airline_fault,14500.0,True,0,5.5,29,west,app,0.0,AUTO_PROCESS,N/A,40.0,0.24,SUCCESSFUL,1
CLM100331,standard,weather,25700.0,True,0,4.6,39,east,agent,0.039,AUTO_PROCESS,N/A,40.78,0.14,SUCCESSFUL,1
CLM100332,silver,mechanical,58100.0,False,2,5.9,8,south,app,0.495,HUMAN_REVIEW,APPROVE,211.19,58.26,SUCCESSFUL,1
CLM100333,premium,weather,38200.0,False,3,2.4,24,west,app,0.491,AUTO_PROCESS,N/A,49.82,0.29,FRAUD_CONFIRMED,0
CLM100334,standard,airline_fault,7800.0,True,3,3.3,20,east,app,0.14,AUTO_PROCESS,N/A,42.8,0.16,SUCCESSFUL,1
CLM100335,silver,theft,43400.0,False,0,2.6,41,east,agent,0.744,AUTO_PROCESS,N/A,54.88,0.28,DISPUTED,0
CLM100336,standard,mechanical,8800.0,False,0,3.8,22,east,call_center,0.464,AUTO_PROCESS,N/A,49.28,0.07,SUCCESSFUL,1
CLM100337,silver,airline_fault,120400.0,True,1,2.4,42,north,call_center,0.414,HUMAN_REVIEW,REJECT,206.34,27.59,CUSTOMER_COMPLAINT,0
CLM100338,standard,theft,24000.0,False,0,3.3,4,north,agent,0.583,AUTO_PROCESS,N/A,51.66,0.18,FRAUD_CONFIRMED,0
CLM100339,premium,airline_fault,43200.0,True,2,3.7,11,north,app,0.0,AUTO_PROCESS,N/A,40.0,0.07,SUCCESSFUL,1
CLM100340,standard,mechanical,4100.0,False,1,8.0,23,north,app,0.481,AUTO_PROCESS,N/A,49.62,0.21,SUCCESSFUL,1
CLM100341,premium,medical,26000.0,True,2,2.8,38,south,agent,0.016,AUTO_PROCESS,N/A,40.32,0.14,CUSTOMER_COMPLAINT,0
CLM100342,silver,other,8200.0,True,1,4.4,34,north,app,0.125,AUTO_PROCESS,N/A,42.5,0.28,SUCCESSFUL,1
CLM100343,silver,weather,10200.0,True,3,7.7,20,east,agent,0.248,AUTO_PROCESS,N/A,44.96,0.26,SUCCESSFUL,1
CLM100344,silver,other,35500.0,True,1,1.4,27,west,app,0.288,AUTO_PROCESS,N/A,45.76,0.3,SUCCESSFUL,1
CLM100345,silver,other,39300.0,True,1,4.9,30,north,app,0.312,AUTO_PROCESS,N/A,46.24,0.22,SUCCESSFUL,1
CLM100346,premium,theft,37700.0,True,1,4.9,38,north,agent,0.122,AUTO_PROCESS,N/A,42.44,0.18,SUCCESSFUL,1
CLM100347,standard,other,20700.0,True,1,4.1,27,north,app,0.266,AUTO_PROCESS,N/A,45.32,0.06,SUCCESSFUL,1
CLM100348,silver,weather,14800.0,False,1,3.5,28,south,app,0.353,AUTO_PROCESS,N/A,47.06,0.13,SUCCESSFUL,1
CLM100349,standard,airline_fault,41300.0,False,1,7.3,13,north,call_center,0.529,AUTO_PROCESS,N/A,50.58,0.19,SUCCESSFUL,1
CLM100350,silver,other,30800.0,False,2,0.5,26,south,agent,0.497,AUTO_PROCESS,N/A,49.94,0.1,DISPUTED,0
CLM100351,standard,mechanical,237300.0,True,2,4.6,6,west,app,0.284,HUMAN_REVIEW,APPROVE,313.66,62.41,SUCCESSFUL,1
CLM100352,silver,mechanical,25300.0,True,1,4.1,27,west,app,0.018,AUTO_PROCESS,N/A,40.36,0.17,SUCCESSFUL,1
CLM100353,silver,airline_fault,39000.0,True,0,4.0,18,north,agent,0.0,AUTO_PROCESS,N/A,40.0,0.07,SUCCESSFUL,1
CLM100354,standard,airline_fault,88300.0,True,1,2.9,33,south,agent,0.368,HUMAN_REVIEW,APPROVE,290.84,9.77,CUSTOMER_COMPLAINT,0
CLM100355,standard,airline_fault,20700.0,True,2,2.6,8,south,app,0.0,AUTO_PROCESS,N/A,40.0,0.21,SUCCESSFUL,1
CLM100356,silver,weather,9400.0,True,0,2.8,0,east,app,0.051,AUTO_PROCESS,N/A,41.02,0.2,SUCCESSFUL,1
CLM100357,silver,other,5800.0,True,0,3.2,4,east,call_center,0.324,AUTO_PROCESS,N/A,46.48,0.25,SUCCESSFUL,1
CLM100358,standard,weather,48300.0,False,1,3.4,33,south,agent,0.422,AUTO_PROCESS,N/A,48.44,0.14,SUCCESSFUL,1
CLM100359,silver,other,41800.0,True,2,0.8,17,south,app,0.23,AUTO_PROCESS,N/A,44.6,0.18,SUCCESSFUL,1
CLM100360,premium,airline_fault,31000.0,True,1,5.1,16,west,call_center,0.098,AUTO_PROCESS,N/A,41.96,0.15,SUCCESSFUL,1
CLM100361,standard,weather,12800.0,True,0,1.5,2,south,app,0.168,AUTO_PROCESS,N/A,43.36,0.16,SUCCESSFUL,1
CLM100362,standard,other,26700.0,True,0,4.2,2,east,app,0.211,AUTO_PROCESS,N/A,44.22,0.14,SUCCESSFUL,1
CLM100363,standard,weather,60200.0,False,0,2.2,7,west,app,0.629,HUMAN_REVIEW,APPROVE,304.08,52.68,FRAUD_CONFIRMED,0
CLM100364,silver,weather,7200.0,True,2,4.2,5,east,call_center,0.0,AUTO_PROCESS,N/A,40.0,0.12,SUCCESSFUL,1
CLM100365,standard,other,50200.0,True,0,8.6,5,east,app,0.324,HUMAN_REVIEW,REJECT,276.21,61.21,FRAUD_CONFIRMED,0
CLM100366,silver,airline_fault,22100.0,True,0,1.6,30,east,app,0.1,AUTO_PROCESS,N/A,42.0,0.06,SUCCESSFUL,1
CLM100367,silver,airline_fault,21100.0,True,0,4.0,31,west,app,0.0,AUTO_PROCESS,N/A,40.0,0.16,SUCCESSFUL,1
CLM100368,standard,other,10700.0,True,0,3.9,41,north,app,0.271,AUTO_PROCESS,N/A,45.42,0.18,SUCCESSFUL,1
CLM100369,premium,mechanical,44700.0,False,1,1.7,3,south,agent,0.351,AUTO_PROCESS,N/A,47.02,0.23,SUCCESSFUL,1
CLM100370,silver,medical,7800.0,False,1,7.6,30,east,app,0.423,AUTO_PROCESS,N/A,48.46,0.28,SUCCESSFUL,1
CLM100371,standard,airline_fault,33300.0,True,1,1.8,9,south,call_center,0.125,AUTO_PROCESS,N/A,42.5,0.11,CUSTOMER_COMPLAINT,0
CLM100372,standard,weather,45100.0,False,0,1.2,41,south,agent,0.47,AUTO_PROCESS,N/A,49.4,0.07,SUCCESSFUL,1
CLM100373,standard,mechanical,23100.0,False,0,2.7,42,east,agent,0.309,AUTO_PROCESS,N/A,46.18,0.29,SUCCESSFUL,1
CLM100374,standard,medical,74200.0,True,1,7.8,17,west,app,0.284,HUMAN_REVIEW,REJECT,248.39,64.17,CUSTOMER_COMPLAINT,0
CLM100375,standard,weather,27800.0,True,4,4.2,15,east,app,0.345,AUTO_PROCESS,N/A,46.9,0.07,SUCCESSFUL,1
CLM100376,premium,other,14400.0,False,0,7.4,41,east,app,0.248,AUTO_PROCESS,N/A,44.96,0.15,DISPUTED,0
CLM100377,standard,medical,126000.0,True,3,4.7,41,west,app,0.66,HUMAN_REVIEW,REJECT,227.45,38.07,CUSTOMER_COMPLAINT,0
CLM100378,standard,theft,30200.0,True,1,5.7,28,east,agent,0.524,AUTO_PROCESS,N/A,50.48,0.23,SUCCESSFUL,1
